"FAC_B.Bayonne","FAC_B.Goethals","FAC_B.GWB.Lower","FAC_B.GWB.PIP","FAC_B.GWB.Upper","FAC_B.Holland","FAC_B.Lincoln","FAC_B.Outerbridge","Month_Name.April","Month_Name.August","Month_Name.December","Month_Name.February","Month_Name.January","Month_Name.July","Month_Name.June","Month_Name.March","Month_Name.May","Month_Name.November","Month_Name.October","Month_Name.September","Month","Yr","Day_Name.Friday","Day_Name.Monday","Day_Name.Saturday","Day_Name.Sunday","Day_Name.Thursday","Day_Name.Tuesday","Day_Name.Wednesday","Weekend_Weekday.Weekday","Weekend_Weekday.Weekend","Weekend_Flag","Event_Flag","TMAX","TMIN","PRCP","SNOW","SNWD","AWND","Total_Traffic","Predicted_Traffic","Error"
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2020,0,0,0,0,1,0,0,1,0,0,0,71,57,0,0,0,4.7,53636,53001.421875,634.578125
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2020,1,0,0,0,0,0,0,1,0,0,0,66,47,1.36,0,0,4.47,33832,34371.546875,-539.546875
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2020,1,0,0,0,0,0,0,1,0,0,0,66,47,1.36,0,0,4.47,44987,44070.48046875,916.51953125
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2020,1,0,0,0,0,0,0,1,0,0,0,66,47,1.36,0,0,4.47,59176,57807.41796875,1368.58203125
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2020,1,0,0,0,0,0,0,1,0,0,0,66,47,1.36,0,0,4.47,14395,16238.3671875,-1843.3671875
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2020,1,0,0,0,0,0,0,1,0,0,0,66,47,1.36,0,0,4.47,53569,51656.49609375,1912.50390625
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9,2019,0,1,0,0,0,0,0,1,0,0,1,74,69,0.3,0,0,2.46,40284,40178.84375,105.15625
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2019,0,1,0,0,0,0,0,1,0,0,1,74,69,0.3,0,0,2.46,62214,64442.16796875,-2228.16796875
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2019,0,1,0,0,0,0,0,1,0,0,1,74,69,0.3,0,0,2.46,18736,17778.671875,957.328125
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2019,0,0,0,0,0,1,0,1,0,0,0,76,66,0.01,0,0,2.91,41735,42564.20703125,-829.20703125
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,2021,0,0,0,1,0,0,0,0,1,1,0,88,68,0,0,0,7.16,48383,45663.58984375,2719.41015625
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2021,0,0,0,1,0,0,0,0,1,1,0,88,68,0,0,0,7.16,18632,18962.39453125,-330.39453125
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,2021,0,0,0,1,0,0,0,0,1,1,0,92,76,0,0,0,2.91,45819,41857.10546875,3961.89453125
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,2021,0,0,0,1,0,0,0,0,1,1,0,92,76,0,0,0,2.91,69631,67548.40625,2082.59375
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2019,0,0,0,0,0,1,0,1,0,0,0,76,66,0.01,0,0,2.91,63407,62745.1484375,661.8515625
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2019,1,0,0,0,0,0,0,1,0,0,0,78,56,0,0,0,4.7,11916,10750.8994140625,1165.1005859375
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2020,0,0,0,1,0,0,0,0,1,1,0,62,46,0,0,0,3.8,16143,17785.921875,-1642.921875
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2020,0,0,0,1,0,0,0,0,1,1,0,62,46,0,0,0,3.8,57795,51463.5390625,6331.4609375
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2020,0,0,1,0,0,0,0,0,1,1,0,69,48,0,0,0,4.47,46763,43562.0546875,3200.9453125
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10,2020,0,0,1,0,0,0,0,0,1,1,0,69,48,0,0,0,4.47,43228,37922.93359375,5305.06640625
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2020,0,0,1,0,0,0,0,0,1,1,0,69,48,0,0,0,4.47,74976,68332.65625,6643.34375
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2020,0,0,0,1,0,0,0,0,1,1,0,53,45,0.02,0,0,5.82,37478,36065.1484375,1412.8515625
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10,2020,0,0,0,1,0,0,0,0,1,1,0,53,45,0.02,0,0,5.82,42791,38037.1015625,4753.8984375
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,2020,0,0,0,1,0,0,0,0,1,1,0,55,43,0.4,0,0,5.82,41177,38832.2890625,2344.7109375
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,11,2020,0,0,0,1,0,0,0,0,1,1,0,55,43,0.4,0,0,5.82,37291,33046.88671875,4244.11328125
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,2020,0,0,0,1,0,0,0,0,1,1,0,55,43,0.4,0,0,5.82,58046,54956.515625,3089.484375
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2020,0,0,0,1,0,0,0,0,1,1,0,47,44,0.05,0,0,11.63,4869,-5854.30712890625,10723.3071289062
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2020,0,0,0,1,0,0,0,0,1,1,0,47,44,0.05,0,0,11.63,15435,20559.751953125,-5124.751953125
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2019,0,0,0,0,0,1,0,1,0,0,0,32,20,0,0,2,5.06851082188837,8832,8564.3076171875,267.6923828125
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,2021,0,0,0,1,0,0,0,0,1,1,0,92,76,0,0,0,2.91,18163,19472.03515625,-1309.03515625
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,2021,0,0,0,0,0,1,0,1,0,0,0,90,72,0.47,0,0,2.68,49278,51886.28125,-2608.28125
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,2021,1,0,0,0,0,0,0,1,0,0,0,84,63,0,0,0,4.7,52581,54096.21484375,-1515.21484375
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,2021,1,0,0,0,0,0,0,1,0,0,0,50,38,0,0,0,2.91,59366,60406.25,-1040.25
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,2021,1,0,0,0,0,0,0,1,0,0,0,40,30,0.03,0.2,0,4.03,8725,8486.8515625,238.1484375
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,2021,1,0,0,0,0,0,0,1,0,0,0,40,30,0.03,0.2,0,4.03,44534,46534.71484375,-2000.71484375
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,2021,1,0,0,0,0,0,0,1,0,0,0,40,30,0.03,0.2,0,4.03,46127,58182.9296875,-12055.9296875
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,2020,0,0,0,1,0,0,0,0,1,1,0,55,43,0.4,0,0,5.82,16053,14996.701171875,1056.298828125
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,2020,0,0,0,1,0,0,0,0,1,1,0,55,43,0.4,0,0,5.82,49921,43257.92578125,6663.07421875
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,2020,0,0,0,0,0,1,0,1,0,0,0,74,60,0,0,0,5.14,32171,32884.82421875,-713.82421875
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2020,0,1,0,0,0,0,0,1,0,0,0,52,41,0.04,0,0,4.7,4772,-6429.7763671875,11201.7763671875
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2020,0,1,0,0,0,0,0,1,0,0,0,52,41,0.04,0,0,4.7,6877,-1014.91546630859,7891.91546630859
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2020,0,1,0,0,0,0,0,1,0,0,0,52,41,0.04,0,0,4.7,23158,32260.798828125,-9102.798828125
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2020,0,1,0,0,0,0,0,1,0,0,0,66,49,0.07,0,0,5.82,14733,12241.0224609375,2491.9775390625
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2020,0,1,0,0,0,0,0,1,0,0,0,66,49,0.07,0,0,5.82,15427,19377.748046875,-3950.748046875
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2020,0,1,0,0,0,0,0,1,0,0,0,66,49,0.07,0,0,5.82,4839,2792.92431640625,2046.07568359375
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2020,0,1,0,0,0,0,0,1,0,0,0,66,49,0.07,0,0,5.82,29334,29566.734375,-232.734375
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2019,0,0,0,1,0,0,0,0,1,1,0,70,57,0.01,0,0,2.91,45536,44521.5234375,1014.4765625
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2019,0,0,0,1,0,0,0,0,1,1,0,70,57,0.01,0,0,2.91,12290,10923.5478515625,1366.4521484375
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2019,0,1,0,0,0,0,0,1,0,0,0,79,59,0.2,0,0,4.03,48900,50421.92578125,-1521.92578125
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2019,0,1,0,0,0,0,0,1,0,0,0,79,59,0.2,0,0,4.03,46678,48820.27734375,-2142.27734375
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10,2019,0,1,0,0,0,0,0,1,0,0,0,79,59,0.2,0,0,4.03,40213,41970.4453125,-1757.4453125
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,2020,0,0,0,0,0,1,0,1,0,0,0,74,60,0,0,0,5.14,51075,47540.7265625,3534.2734375
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,11,2020,1,0,0,0,0,0,0,1,0,0,0,63,45,0,0,0,6.04,36212,36494.5,-282.5
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,2020,1,0,0,0,0,0,0,1,0,0,0,63,45,0,0,0,6.04,14297,15460.4951171875,-1163.4951171875
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2022,0,0,0,0,0,1,0,1,0,0,0,24,15,0,0,0,7.38,14796,13425.48046875,1370.51953125
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2022,0,0,0,0,0,1,0,1,0,0,0,24,15,0,0,0,7.38,46289,45247.70703125,1041.29296875
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2019,1,0,0,0,0,0,0,1,0,0,0,59,49,0,0,0,2.01,44968,42062.11328125,2905.88671875
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2019,1,0,0,0,0,0,0,1,0,0,0,59,49,0,0,0,2.01,9824,9267.2421875,556.7578125
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2019,1,0,0,0,0,0,0,1,0,0,0,59,49,0,0,0,2.01,66271,57867.1796875,8403.8203125
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2019,0,0,1,0,0,0,0,0,1,1,0,70,52,0,0,0,3.36,51157,49781.5703125,1375.4296875
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2022,0,0,0,0,0,0,1,1,0,0,0,40,20,0,0,0,6.04,34893,34098.46484375,794.53515625
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2022,1,0,0,0,0,0,0,1,0,0,0,22,14,0,0,0,7.83,15000,15885.4306640625,-885.4306640625
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2019,0,1,0,0,0,0,0,1,0,0,0,34,25,0,0,0,5.06851082188837,37188,38017.22265625,-829.22265625
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2019,0,1,0,0,0,0,0,1,0,0,0,34,25,0,0,0,5.06851082188837,54375,53197.75,1177.25
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2019,0,0,0,0,0,0,1,1,0,0,0,45,34,0.06,0,0,5.06851082188837,41531,37068.1484375,4462.8515625
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2019,0,0,0,0,0,0,1,1,0,0,0,45,34,0.06,0,0,5.06851082188837,54213,51313.2421875,2899.7578125
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2019,1,0,0,0,0,0,0,1,0,0,0,39,29,0.05,0.5,1.2,5.06851082188837,47890,48179.29296875,-289.29296875
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2019,1,0,0,0,0,0,0,1,0,0,0,39,29,0.05,0.5,1.2,5.06851082188837,44225,44408.0703125,-183.0703125
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2019,0,0,0,0,0,0,1,1,0,0,0,52,31,0,0,0,5.06851082188837,50083,47928.4921875,2154.5078125
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2019,0,0,0,0,0,0,1,1,0,0,0,52,31,0,0,0,5.06851082188837,7581,8061.4736328125,-480.4736328125
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2020,0,1,0,0,0,0,0,1,0,0,0,72,47,0,0,0,7.38,9564,10963.1484375,-1399.1484375
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2019,0,0,0,0,0,0,1,1,0,0,0,52,31,0,0,0,5.06851082188837,57313,56939.28125,373.71875
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2019,0,0,0,0,0,0,1,1,0,0,0,52,31,0,0,0,5.06851082188837,17434,17320.8515625,113.1484375
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2019,0,0,0,0,1,0,0,1,0,0,0,59,35,1.33,0,0,5.06851082188837,41497,38272.921875,3224.078125
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2019,0,0,0,0,1,0,0,1,0,0,0,59,35,1.33,0,0,5.06851082188837,50922,46630.00390625,4291.99609375
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2019,1,0,0,0,0,0,0,1,0,0,0,40,28,0,0,0,5.06851082188837,43501,40389.75390625,3111.24609375
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2019,0,0,1,0,0,0,0,0,1,1,0,35,24,0,0,0,5.06851082188837,42922,40506.17578125,2415.82421875
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2019,0,0,1,0,0,0,0,0,1,1,0,35,24,0,0,0,5.06851082188837,49494,48160.046875,1333.953125
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2019,0,0,1,0,0,0,0,0,1,1,0,35,24,0,0,0,5.06851082188837,49428,45865.34765625,3562.65234375
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2019,0,0,1,0,0,0,0,0,1,1,0,35,24,0,0,0,5.06851082188837,40248,38552.7421875,1695.2578125
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2020,0,0,0,0,0,1,0,1,0,0,0,69,57,0,0,0,3.13,32331,33169.97265625,-838.97265625
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2020,0,0,0,0,0,1,0,1,0,0,0,69,57,0,0,0,3.13,44803,43092.9375,1710.0625
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2020,0,0,0,0,0,1,0,1,0,0,0,69,57,0,0,0,3.13,17327,16171.5302734375,1155.4697265625
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2020,0,0,0,0,0,1,0,1,0,0,0,58,53,0.34,0,0,6.26,57124,52454.57421875,4669.42578125
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2021,0,0,0,1,0,0,0,0,1,1,0,65,46,0.47,0,0,4.47,58079,54283.86328125,3795.13671875
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2021,0,1,0,0,0,0,0,1,0,0,0,78,56,0,0,0,3.58,46205,48492.31640625,-2287.31640625
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2019,0,0,0,1,0,0,0,0,1,1,0,49,32,0,0,0,5.06851082188837,44856,44779.30859375,76.69140625
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2019,0,0,0,1,0,0,0,0,1,1,0,49,32,0,0,0,5.06851082188837,61587,60254.20703125,1332.79296875
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2019,0,1,0,0,0,0,0,1,0,0,0,38,30,0,0,0,5.06851082188837,43024,44900.0859375,-1876.0859375
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2020,0,1,0,0,0,0,0,1,0,0,0,45,33,0,0,0,8.95,38612,36789.453125,1822.546875
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2020,0,1,0,0,0,0,0,1,0,0,0,45,33,0,0,0,8.95,39574,38718.55859375,855.44140625
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2020,1,0,0,0,0,0,0,1,0,0,0,69,50,0,0,0,4.92,17342,22106.3671875,-4764.3671875
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2021,0,0,0,0,0,1,0,1,0,0,0,82,60,0,0,0,4.92,36172,37423.19140625,-1251.19140625
